title,tag,artist,year,image,views,lyrics,id
​racks,rap,​maajins,2022,https://images.genius.com/f753ccaf9bcb6a54cd56bacd857f0f7f.500x500x1.jpg,71,"[Intro]\nLet’s go, uh uh (One and only)\n\n[Chorus]\nNigga, get yo' racks up, for the pack I cannot pass up\nShooter, he be on computers, he might turn the Mac up\nThat lil' nigga is a fake, finna call his back up\nTurned him to a strain, 'case he try to run down\nNigga, you’s a bitch, yeah, you better put that gun down\nBitch I'm in that Trackhawk, 'til the fucking sun down\nNiggas wanna be me, then I have sons now\n[Verse]\nKato in the GT, b-bitch you wanna be me\nHead tap, now he dizzy, just got her freak on just like Missy\nKick that bitch right out the crib, she just tried to kiss me\nShe back with her little boyfriend now, yeah, that nigga is so dingy\nBitch you are a joke, your man’s is hella brokе\nYea he tried to talk, wе upped the K right at his throat\nIf you ain’t know, anything I say goes\nBitch [?]\n[?]\n\n[Chorus]\nNigga, get yo' racks up, for the pack I cannot pass up\nShooter, he be on computers, he might turn the Mac up\nNigga, get yo' racks up, for the pack I cannot pass up\nThat lil' nigga is a fake, finna call his back up\nTurned him to a strain\n'case he try to run down\nNigga, you’s a bitch, yeah, you better put that gun down\nBitch I'm in that Trackhawk, 'til the fucking sun down\nNiggas wanna be me, then I have sons now",7905387
​gangnem / knock,rap,​maajins,2022,https://images.genius.com/fa834483192afd9059b4b1b7fdc64927.500x500x1.jpg,188,"[Part I: Gangnem]\n\n[Chorus]\nBig 1500, that's the gangnem\nI don't fuck with all these niggas, so we hang them\nAh-aha, that lil' boy tried to compete, he lost\nRick on the pants, SRT, I slappin the exhaust\n\n[Verse]\nMy diamonds dripping, nigga, like some VOSS\nThey tryna boss, nigga, now they lost\nI told that bitch, ""Leave"", nigga, and she scoffed\nNigga, you is a coon, nigga, you are lost\nLil' ass .40, nigga, do not talk\nI just made a twenty ball when I walk\nWatching my page, nigga, why you stalk?\nWe know where you live, nigga, do not talk\nStreet nigga, don't be on the sidewalk\nBitching your parent, nigga, not on my watch\nCreepy ass nigga steady tryna night watch\nBad lil' bitch and she look like [?]\n[?] bands, came out of my Glock\nBig F&N, nigga, like I'm [?]\nSorry for my sins, had to make the fire pop\nYou think I'm a bitch? Nigga, comе and find out\n[Chorus]\nBig 1500, that's the gangnem\nI don't fuck with all thesе niggas, so we hang them\nAh-aha, that lil' boy tried to compete, he lost\nRick on the pants, SRT, I slappin the exhaust\n\n[Part II: Knock]\n\n[Chorus]\nAh, wouldn’t let that boy talk to me like that (Damn)\nSay you playing with them sticks, boy, you not like that\nHe gon' run down, eat his slug if he try to talk, yeah\nYou can't get up in my trap, bitch, you better knock\nYeah (Yeah), yeah (Yeah), yeah (Yeah), yeah (Yeah), yeah (Yeah)\nYou can't get up in my trap, bitch, you better knock\nYeah (Yeah), yeah (Yeah), yeah (Yeah), yeah (Yeah), yeah (Yeah)\nYou can't get up in my trap, bitch, you better knock\n\n[Verse]\nI'm up with 6, carry a blick\nElliante, diamonds on wrist\nHe talking shit, get sent to the abyss\nBoy, you a bitch, your house on my fist\nO-O-Off a Oxy, hitting that lick\nYour ho tryna top me, come get that bitch\nI tell that bitch gawk me, she all on my dick\nI killed all my opps, I checked off the list\n[Chorus]\nAh, wouldn’t let that boy talk to me like that (Damn)\nSay you playing with them sticks, boy, you not like that\nHe gon' run down, eat his slug if he try to talk, yeah\nYou can't get up in my trap, bitch, you better knock\nYeah (Yeah), yeah (Yeah), yeah (Yeah), yeah (Yeah), yeah (Yeah)\nYou can't get up in my trap, bitch, you better knock\nYeah (Yeah), yeah (Yeah), yeah (Yeah), yeah (Yeah), yeah (Yeah)\nYou can't get up in my trap, bitch, you better knock",7905394
​receipt,rap,​maajins,2022,https://images.genius.com/fa834483192afd9059b4b1b7fdc64927.500x500x1.jpg,155,"[Chorus]\nI just blew me a bag, made it back in a week\nBitch, this my season, you know I'ma tweak\nB-Boy, you a bitch, all you do is just tweet\nSay you smokin' that gas while your pockets on E\nCartier shades, bitch, I couldn't even see\nI just spent a bag, I don't need no receipt\nBeen spinnin' your block, yeah, your mans finna flee\nI'm back in the game, had to lace up the cleats\nYou know I count paper\nWalk in that bitch like Conor McGregor\nBoy, don't try to save her\nI can't do no favors (Rah)\n""How many clips?"" Like two\nGot one for now and one for later\nHo, I just poured me a deuce\nI'm in your bitch mouth like Life Savers\n[Verse]\nAnd that Tesla don't run out of gas\nAnd them bullets go straight through your a— (Hahaha)\nWe runnin' down and your chain gettin' snatched\nLittlе bitch, no, I can't pay for your ass\nI'm with lil' Jonny, yeah, we hittin' Saks\nI know the еmployees, bought shit off the rack\nI'm all in her mouth while I'm all in my bag\nJust like a gang, get the racks in a stack (Rah)\nBitch, you can’t hear what I said\nSaid we up, we put him to bed\nOh fuck, I forgot my meds\nNot for no bitch, I ain't breakin' no cash (Yeah-yeah)\nBitch, I'm with the gango\nMy cup purple, this that Saints Row (Yeah-yeah)\nCouldn't see us, man, that's case closed (Yeah-yeah)\nI'm in NY with lil' Fazo (Yeah-yeah)\nSpinnin' the block, had to see the glow (Yeah-yeah)\nHad the hunnid-hunnids and the queso (Yeah-yeah)\nMama told me, ""Keep the kilos low"" (Yeah-yeah)\nNow I'm shippin' packs just like Bezos (Yeah-yeah)\n\n[Chorus]\nI just blew me a bag, made it back in a week\nBitch, this my season, you know I'ma tweak\nB-Boy, you a bitch, all you do is just tweet\nSay you smokin' that gas while your pockets on E\nCartier shades, bitch, I couldn't even see\nI just spent a bag, I don't need no receipt\nBeen spinnin' your block, yeah, your mans finna flee\nHow I'm back in the game, had to lace up the cleats\nYou know I count paper\nWalk in that bitch like Conor McGregor\nBoy, don't try to save her\nI can't do no favors (Rah)\n""How many clips?"" Like two\nGot one for now and one for later\nHo, I just poured me a deuce\nI'm in your bitch mouth like Life Savers",7905395
​rip,rap,​maajins,2022,https://images.genius.com/fa834483192afd9059b4b1b7fdc64927.500x500x1.jpg,100,"[Chorus]\nUh, my niggas came in with the blick\nFor all you fuck niggas that tr-\nPussy ass nigga tried [?]\nBoy bet' not start that shit, yeah\nBig 1500, we could’ve just let that shit rip up\n600 carry a 20 ball\n\n[Verse]\nSpend me a bag, I don’t need a receipt\nBoy, you a bitch, all you do is just tweet\nBetter lock in before a young nigga tweak\nI heard yo tape, control, alt, delete, yeah\nI made 10 bands off just selling feats\nJust spent a bag on this Number (N)ine fleece\nHysteric the denim, Rick Owens the feet\nBuckle belt, yeah, came right from Alyx\nYeah, yeah, niggas can’t spend no bag like me\nB-bum ass nigga try to run down, we pullin' tragedy-y-y (Ha, ha, ha)\nYeah, yeah, niggas can’t spend no bag like me\nBoy, don’t believe that bitch if she don’t got no receipts\nYeah, m-my little bitch gorgeous\nAMG Cedes, bitch, I'm finna floor it\nBitch call my phone, yeah, I'm finna ignore it\nIn love with the racks, yeah, I'm finna adore it\n[?] and I'm finna export it\nFucked up my lungs so my vocals distorted\nThat lil' ho' going out bad, extorted\nPull up outta' nowhere, call me Randy Orton\n[Bridge]\nBitch, yeah, hey, yeah, bullets rip yo' face off\nLawyer fought the case off\nWho your story based off?\nBitch, yeah, hey, yeah, bullets rip yo' face off\nLawyer fought the case off\nWho your story based off?\n\n[Verse]\n[?] he Runtz\nRemember I had a blick in the trunk\nLittle nigga, I ain’t gon' stunt\nBitch call my phone, what she want?\nSmoking that gas, yeah, it stunk\nHa, [?]\n[?] let’s have some fun\nHold up, I'm finna fuck this shit, uh\nCarry a pump, boyb you a bum\nSmoking yo mans', that shit in my lungs\n[?]\n[?] number one\n\n[Chorus]\nUh, my niggas came in with the blick\nPussy ass nigga tried [?]\nBoy bet' not start that shit, yeah\nBig 1500, we could’ve just let that shit rip up\n600 carry a 20 ball",7905396
​nicotine,rap,​maajins,2022,https://images.genius.com/fa834483192afd9059b4b1b7fdc64927.500x500x1.jpg,199,"[Chorus]\nAddicted to me (Addicted to me), nicotine\nRidin' around in his block, we finna squeeze\nLittle nigga better try not to step to me\nKnow I'm cookin' but you can't get the recipe\nYeah, my bitch got melanin, ebony\nPussy lil' boy, you my seed, sesame (Sesame)\nGot yo' ho all on her knees, blessing me\nI don't know how this could be, you left on me\n\n[Verse]\nYeah, she let you fuck, no\nBut baby, look at this bankroll\nFuck no, say it ain't so\nIf you locked in, we in the same boat\nNiggas just weird, yeah, they changed up\nYou got the racks, get your rank up\nBеfore the show, hit the bank up\nYou arе no one nigga, get your fame up\n(L ego, c'mon bro)\n(Like L ego bro, what the fuck)\nP-P-Pussy boy, go pick your mans up\nWe focus on runnin' the bands up\nBitch, I do not understand, bruh\nCan't comprehend, bruh\nWhat the fuck is you saying, bruh?\nOff the Perc', go Super Saiyan, bruh\n[Chorus]\nAddicted to me (Addicted to me), nicotine\nRidin' around in his block, we finna squeeze\nLittle nigga better try not to step to me\nKnow I'm cookin' but you can't get the recipe (Yeah-yeah-yeah)\nYeah, my bitch got melanin, ebony\nPussy lil' boy, you my seed, sesame (Sesame)\nGot yo' ho all on her knees, blessing me\nI don't know how this could be, you left on me\n\n[Verse 2]\nYeah, uppin' the fire right at his durag\nHe talkin' down, he getting his boo snatched\nMouth fucked up, where yo' tooth at?\nI'm too high, don't know where the roof at\nB-Bitch nigga, why you do that?\nUp the Glock at his boo-boo cap\nFuck the old money, we get new racks\nFor the Number (N)ine, run up all the sacks\nNow you know us nigga, shoutout Devstacks\nOl' fuck nigga better get back\nPussy boy, nigga, got your chain snatched\nTalkin' down nigga, get your crew wacked\nAnd your bitch ate me like some fruit snacks\nGot no aim, don't know where to shoot at\nYou got juuged nigga, that's too bad\nYeah, how many Lambs'? That's two of that\n[Chorus]\nAddicted to me, nicotine\nRidin' around in his block, we finna squeeze\n(Little nigga better try not to step)\nKnow I'm cookin' but you can't get the recipe\nYeah, my bitch got melanin, ebony\nPussy lil' boy, you my seed, sesame (Sesame)\nGot yo' ho all on her knees, blessing me\nI don't know how this could be, you left on me\nAddicted to me (Addicted to me), nicotine\nRidin' around in his block, we finna squeeze\n(Little nigga better try not to step to me)\nKnow I'm cookin' but you can't get the recipe\nYeah, my bitch got melanin, ebony\nPussy lil' boy, you my seed, sesame (Sesame)\nGot yo' ho all on her knees, blessing me\nI don't know how this could be, you left on me",7905397
Neck  Wrist REMIX,rap,Yamine,2022,https://images.genius.com/df54bd72808e6cf18a708075335078aa.606x606x1.jpg,163,"[Intro: Pusha T & Yamine]\nYou supposed to put the first five hundred in the safe and lose the combination\nNeck and wrist don't lie\nNeck and wrist don't lie (REMIX)\n\n[Chorus: Pusha T & Pharrell Williams]\nFirst in the Beach with a million-dollar auto\nBring the cameraman, we can shoot our own Narcos\n812 matte black, lookin' like charcoal\nI promise you the floor plan's nothin' like the model\nNeck and wrist don't lie\nNeck and wrist don't lie\n[Verse 1: Yamine]\nMoney is the thing that’s so exciting (woo)\nIn order to get it, you gotta get whitening (white girl)\nStandin’ on the block, no cops in sighting (feds)\nIf you try to rob me boy I promise I might sting (Pow)\nBullets going through yo body nigga now he rocking (gun shots)\nMade 10k in an hour and my bread is stacking (cash)\nMy wrist gave me freezer burn while my neck is frostbite (fresh)\nPlay with my money and my dogs will go bite (get em)\nRun up through yo crib and you niggas get scope sights\nFuck a 45 it’s automatics at yo door sign (YEAH BRO)\nBodies on the ground that’s when you play with my life\nThis the life of a Don and my goons got all the time (Yamine)\n\n[Chorus: Pusha T & Pharrell Williams]\nFirst in the Beach with a million-dollar auto\nBring the cameraman, we can shoot our own Narcos\n812 matte black, lookin' like charcoal\nI promise you the floor plan's nothin' like the model\nNeck and wrist don't lie\nNeck and wrist don't lie\n\n[Post-Chorus: Pharrell Williams]\nAnd the dope house had a line, dope house had a line\nAnd the dope house had a line, dope house had a line\nAnd the dope house had a line, dope house had a line\nAnd the dope house had a line, dope house had a line\n(And the dope house had a line, dope house had a line\nAnd the dope house had a line, dope house had a line)\n[Verse 2: JAY-Z]\nThe phase I'm on, love, I wouldn't believe it either\nI'd be like, ""JAY-Z's a cheater,"" I wouldn't listen to reason either\nAll I know is he's a felon, how is he sellin'?\nWeed, the Caliva brothers, deep down, I believe you love us, huh\nFeast your eyes, the piece unique, it's sapphire\nRappers liars, I don't do satire\nNeither I nor my wrist move mockingly\nY'all spend real money on fake watches, shockingly\nThey put me on lists with these niggas inexplicably\nI put your mansion on my wall, are you shittin' me?\nI blew bird money, y'all talkin' Twitter feed\nWe got different Saab stories, save your soliloquies\nThey like, ""If BIG was alive, Hov wouldn't be in his position""\nIf BIG had survived, y'all would have got The Commission\nHov was gon' always be Hov\nIt 'twas the universe will 'cause Allah said so, and now I'm here\n\n[Chorus: Pusha T & Pharrell Williams]\nFirst in the Beach with a million-dollar auto\nBring the cameraman, we can shoot our own Narcos\n812 matte black, lookin' like charcoal\nI promise you the floor plan's nothin' like the model\nNeck and wrist don't lie\nNeck and wrist don't lie",7905407
Alex Bell,rock,Guided by Voices,2022,No image found,716,"Like raking the coastline\nDiving for pearls\nI'll have a go\nWhere I like the streetlights\nThat outline the world\n\nLake and trees\nHands and knees\nStar light casino\n\nAnd after the joyride\nWhere no truth was found\nThere's a runaway wreck\nOf a speed metal train going down\nBabies can see\nBut they can't conceive\nHow it feels when you lose it all\nEvery child has it coming\nOh, yeah, everything in the whole wide world\n\nIn braving the downside\nOf entering this place\nI'll have you know\nThat you'll get your chance\nTo look into its facе\n\nNostril flares\nRevealing hairs\nOf static еlectricity, yeah\n\nAfter a few drinks\nSome pills and a couple of spills\nOn a linoleum floor in a glass house\nUp high in the hills\n\nYou'll be me\nYou'll be with me\n\nWe'll go down and lose it\nOh, but a fool has it coming\nOh, yeah, everything in this whole wide world\nEverything in this whole wide world\nSame street always going back around\n\nWalking down Alex Bell\nWalking down Alex Bell\nWalking down Alex Bell\nThinking of Alex\n\nI see you around\nEvery time there's a ghost in town\nI see you around\nEvery time there's a ghost in town\nI see you around\nEvery time there's a ghost in town\nI see you around\nEvery time there's a ghost in town",7905409
THE ENEMY IS THE INNER ME,rock,While She Sleeps,2022,https://images.genius.com/7ddce34e6708139f0952e670345c3c22.468x468x1.jpg,907,"[Intro]\nNo escape\nNo escape\n\n[Verse 1]\nThe enemy is the inner me (no escape)\nJust cause' I know this doesn’t mean that I’m not scared\nNevertheless, I’m a mess\n\n[Chorus]\nThe enemy is the inner me\nBut I won’t play the victim\nJust to feel alive\nWhen it feels like\nArmageddon\nArmageddon\n[Verse 2]\nThe enemy is the inner me (no escape)\nNocturnal eyеs, deceiving highs\nFeel our way through the dark\nBlеached in stars\n\n[Chorus]\nThe enemy is the inner me\nBut I won’t play the victim\nJust to feel alive\nWhen it feels like\nArmageddon\nArmageddon\n\nYou can only weigh me down for so long\n\n[Breakdown]\nI’m losing it here\nTeeth chipped and grinding\nI can’t get a word in\nThe words aren't worth finding\nThis isn’t me\nBitter and seething\nWhat the fuck are you selectively hearing?\n\n[Bridge]\nWe’ll be standing on the graves of our fake peers\nDead eyes don’t lie, just live in fear\nSpitting blood just to watch it all undo\nYou waste my time, you waste my time\nI’m sick of reflecting when nothings connecting\nLiberate the casualties\nDid you want a reaction?\nSome kind of acceptance\nGive us Armageddon\n[Breakdown]\n(Too many)\nPreaching from the wrong state of mind\n(Too many)\nLiving life hypnotized\n(Too many)\nHiding behind fake smiles\n(Too many)\nWhite lies, how do we leave when it feels like\nArmageddon\nArmageddon\n\n[Chorus]\nThe enemy is the inner me\nBut I won’t play the victim\nJust to feel alive\nWhen it feels like\nArmageddon\nArmageddon",7905416
THE LONG WAY HOME,rock,While She Sleeps,2022,https://images.genius.com/7ddce34e6708139f0952e670345c3c22.468x468x1.jpg,588,"[Chorus]\nOh you can break my fall\nFound the long way home\nOh you can break my fall\nFound the long way home\n\n[Verse 1 - Distant lines from SYSTEMATIC]\n(This world is broken)\n(This world is broken)\n\n[Verse 2 - Distant lines from NERVOUS]\nI'm nervous\nI'm nervous\n[Verse 3 - Distorted lines of KNOW YOUR WORTH (SOMEBODY)]\nKnow your worth\nKnow your worth\nKnow your worth\nKnow your worth\nKnow your worth\nKnow your worth\nKnow your worth\nKnow your worth\nKnow your worth\nKnow your worth\nKnow your worth\nKnow your worth\nStand tall and know your worth\n\n[Verse 4 - Distant vocals of NO DEFEAT FOR THE BRAVE]\nDon't give in when you're close to the edge\nDon't give in to the voice in your head\n""Don't be afraid of the end"" they said\n\n[Verse 5 - Distorted lines of DIVISION STREET and KNOW YOUR WORTH (SOMEBODY)]\nKnow your\n(""We can say how it is when there's no one around, around"")\n(""And you can say how it is when there's no one around, around"")\n\n[Chorus]\nOh you can break my fall\nFound the long way home\nOh you can break my fall\nFound the long way home",7905417
YOU ARE ALL YOU NEED Acoustic,rock,While She Sleeps,2022,https://images.genius.com/7ddce34e6708139f0952e670345c3c22.468x468x1.jpg,377,"[Chorus]\nI'd rather be underrated, the minor not the major\nI don’t need liberation, a higher state of being\nI'd rather be hated, cursed instead of sacred\nWe're gonna set the record straight\n\n[Post-Chorus]\nWhen the sun burns out, will it all be worth it?\nWill the stars fall down into you?\nWhen the sun burns out, will it all be worth it?\nWill the stars fall down into you?\n[Chorus]\nI’d rather be underrated, the minor not the major\nI don't need liberation, a higher state of being\nI'd rather be hated, cursеd instead of sacred\nWe'rе gonna set the record straight\n\n[Post-Chorus]\nWhen the sun burns out, will it all be worth it?\nWill the stars fall down into you?\nWhen the sun burns out, will it all be worth it?\nWill the stars fall down into you?\n\n[Bridge]\nSubstitute this feeling with something I don't need\nI'd rather suffer than believe and not feel\nIf only we could choose the reasons we refuse to sleep\nFind the proof that you are all you need\nI'm tryna get through to you\nBut the route won't take me, just loops back to feed the wounds\nThat define our actions, underhand them, fake the news\nAnd betray our minds of understanding, when will we refuse?",7905418
Perfume,rap,BangerOfTheDay,2022,https://images.genius.com/4530e0788580532b961396df8077879c.828x828x1.jpg,75,"[Intro: Tmmrw]\nDun-dun-dun dun-dun-dun-dun\nDun-dun-dun dun-dun-na-na\nOoh-ooh-ooh, ooh\nNow I'm in my bag\nNa-na-na-na-na-na-na\nNa-na-na-na-na-na-na\nOh yeah yeah\n\n[Chorus: Tmmrw]\nNow I'm in my bag, I just came back from Toronto\nIn a hotel my old girl told me, ""See you tomorrow""\nGotta get back, so I took a plane to Chicago\nNext day I wake and I smell your perfume on a shirt that I bought yesterday\nHeart racin' and aching I don't know what to say\nOn my way back home and two more hours amongst dangers\nGotta stay focused can't get hopeless\nHoping that nobody here notices that I'm still heartbroken\n[Verse 1: Tmmrw]\nThat's not really hard to see once you look past all the smoke and mirrors behind the scenes\nI can't look back I'm just so, so sick of everything\nFake relationships that never last is something I will never grasp\nI'm done with this make sure I use my common sense\nHoping nothing like this happen again\nI mean honestly my heart can't take it my heart still blazin'\nFeel like I'm trapped in a cage unavailable emotionally baby\n\n[Bridge: Tmmrw]\nGoing back to the basics\nI'm just so sick of being hung up over you baby\nWe can change years of my life\nStep away from the pain put it to the side\nStuck in my cage, start to get paid, learn from mistakes\n\n[Chorus: Tmmrw]\nNow I'm really in my bag, I just came back from Toronto\nIn a hotel my old girl told me, ""See you tomorrow""\nGotta get back, so I took a plane to Chicago\nNext day I wake and I smell your perfume on a shirt that I bought yesterday\nHeart racin' and aching I don't know what to say\nOn my way back home and two more hours amongst dangers\nGotta stay focused can't get hopeless\nHoping that nobody here notices that I'm still heartbroken\n[Verse 2: HunnaV]\nYeah, cruising down the block baby you're reminiscin'\nI still smell your perfume but a person missin'\nI thought I was falling but maybe I'm trippin'\nI know you want me back cause of how I'm livin'\nInsecurity, that's not the reason it's over\nYou just got bored of me, and now I'll never be sober\nIt's just a courtesy, we leave each other closure\nAnd now it's clear to see that we are for sure over\n\n[Bridge: HunnaV]\nI'm feeling better now then I even did before\nI see the heavens now\nWhen I started from the floor\nI'm feeling better now then I even did before\nI see the heavens now\nWhen I started from the floor\n\n[Chorus: Tmmrw & HunnaV]\nI'm in my bag, I just came back from Toronto\nIn a hotel my old girl told me, ""See you tomorrow""\nGotta get back, so I took a plane to Chicago\nNext day I wake and I smell your perfume on a shirt that I bought yesterday\nHeart racin' and aching I don't know what to say\nOn my way back home and two more hours amongst dangers\nGotta stay focused can't get hopeless\nHoping that nobody here notices that I'm still heartbroken",7905429
Pesos,rap,Cashromani,2022,https://images.genius.com/f22b4a6b9892f3be8a156c0587dbd1e8.1000x1000x1.jpg,57,"(I love Jae)\n\n(Woahhh) sippin that Faygo, doin like Faygo (woahh)\nThat money can’t go moving like fazo, woahh\nI’m getting these pesos, yeah she sucking my dick\nLike a playdoh, money got taller like a Lego\nI love her so much I can’t not let her go (woah)\nYeah getting the bread, she tryna fuck i tell her what’s that?\nUp that choppa gon fill him with led, got a bad bitch and she lives at the bay, yeah woahh pull out the K my nigga gon pull out the Choppa gon shoot at your face (Woahhhh ) yeah woah woah what you want from me? What you want from me? (Woahhhhhh)\n\nGetting the money I said so, money got taller bit lookin like a Lego , she suckin my dick like a bagel, getting the money like a peso yeah woah",7905432
A Very Special Message From Lizzo,misc,Lizzo,2022,https://images.genius.com/67bce359c1a548f92c9e096191e7f4b0.300x300x1.jpg,5961,"[Spoken]\nSo here we are\nYou're finally able to listen to this album I've been workin' on for three years\nAnd I know it's been a long time and it's about damn time I put it out\nBut you have to know that I took my time for me\nBut I also took my time for you\nI wrote almost a hundred and seventy songs for this album\nTo find these perfect twelve songs to bring to you because\nI felt like this was what not only I needed to hear\nBut you needed to hear and the whole world needs to hear\nThese are songs about love\nWhether it's sеlf-love, love for your family, love for your friеnds\nOr love for a significant other\nI really believe that love for ones self and for others is what this world needs to be a better place\nIf you can take just the time to give a little love to yourself every single day\nTreat yourself with respect\nTreat yourself the way you deserve to be treated\nAnd then treat somebody else with that same love and respect?\nThat expands, that grows\nAnd that can save a life\nIt saved my life so many times\nAnd I'm so honored to be a part of your life\nI hope you enjoy the music\nI hope you cry, laugh, dance, twerk\nDo the splits, do whatever you wanna do\nI'm honored to be doing it with you\nSo thank you for listening to Special, loving Special, and being special\n'Cause if you don't take nothin' away from this album, I want you to know\nYou're special and I'm so glad you're still with us\nThank you",7905434
Purple Flags,rap,Calvary Kylan,2021,https://images.genius.com/e9fd8c97b0ef158bba9a820452b591eb.500x500x1.jpg,82,"[Intro]\nThey gon' cap\nThey fuck with VV's on\nKeep it water\nYou know what the fuck goin'\nGo turn me up\n\n[Chorus]\nNiggas really capping, we got straps for any opp, bitch\nAnd if you seen a drop, piss on his block, police can't stop this\nI'm just laying low, cooling with gang, they just made profit (Gang)\nPosted in the trap, we have it jumping like a mosh pit (Yeah, ha)\nLike nigga better stop this\nShoot it 'till it click, got hella sticks, we will not miss none\nBook me for a show, my security got that stick on him (Yeah)\nCame up, got rich stay with my soldiers, I can't miss, homie (Yeah)\nIf I see the zay stashed, the only time you will see me running\n[Verse]\nPurple flags, can't never catch us after dark\nBitch, I'm on your ass, shoot at the car until it spark\nBitch, I'm moving fast, a big dog but we don't bark\nI got hella cash, these bitches leave the car in park (Yeah)\nI want the backend, I ain't got no cap up in my rap\nBitch, I be spazzing, shoot a flick, then knock him off the map (Yeah)\nAlways capping, up in that car, that burner on my lap (Lap)\nAnd when its smoke with that gang, put shit to bed like fuck a nap, huh\nNiggas hated on the kid when I was down, they ain't want fuck with me\nI remain the same, posted on Baker where my brothers be\nMy bitch a five star, she fuck up the motor, two or three\nI don't focus on that bad, I made some brand new racks the other way\n\n[Chorus]\nNiggas really capping, we got straps for any opp, bitch (Opp)\nAnd if you seen a drop, piss on his block, police can't stop this\nI'm just laying low, cooling with gang, they just made profit\nPosted in the trap, we have it jumping like a mosh pit\nLike nigga better stop this\nShoot it 'till it click, got hella sticks, we will not miss none\nBook me for a show, my security got that stick on him\nCame up, got rich stay with my soldiers, I can't miss, homie\nIf I see the zay stashed, the only time you will see me running\n\n[Outro]\nCatch 'em after dark\nPurple Flag\nHa, bitch, I'm on your ass\nThis bitch a leave the car parked",7905453
​fuk u niggas bro intro,rap,Luci4,2020,https://images.genius.com/ebbf0d184ef98370bcacfe548dab1c9b.500x500x1.jpg,267,"[Intro]\nFuck these niggas, yuh\nPullin' triggers, yuh\n(Oh he mad cause I'm stylin' on you, can have better gear can't style on me, plus the cal' is on me)\n\n[Verse]\n(Jewels)\nWhy you mad cause' I'm styling on you\nNigga never hit no pipe, is you stylin' on me?\nPlus the cal' is on me\nWhy you wildin' on me\nIf you got (Fuck Nigga) an issue with me, cause you actin' funny\nWhy you role-playing like you stackin' money\nNiggas know what you sayin'\nNiggas sweet, no honey\nWith the pole, I ran up on his head on that fuck nigga\n[Bridge]\nFuck these niggas yuh\nFuck these bitches yuh\nFuck these niggas yuh\nFuck these bitches yuh\nFuck these niggas yuh\nFuck these bitches yuh\nI'll beat yo ass\nFuck these niggas yuh\nFuck these niggas yuh\nPullin' triggers yuh\nIf you wanna soul, we some villains yuh\nNigga you a hoe, in yo feelin's yuh\nI end up killin' yuh, we gon kill em, yuh\nWe gon drill em' yuh\n\n[Outro]\nNiggas don't like me 'cause I be speaking facts\nNiggas hating on me I dont give a fuck\n? Fuck Flexxcult, fuck RCB\nFuck all these fuck niggas boy ass niggas, skkkult\nWhere yo daddy?\nIt don't matter nigga hit my DM for that d'up\nWait for it\nSwag",7905474
UWU,rap,CA$E ROSE,2022,https://images.genius.com/de1ee28c17e3da7b30dfbd75fde477e1.465x435x1.png,110,"[Intro]\nMmm, mmm\n(yeah, ay)\nYeah-ay\nIt's like I keep on\nKeep on, saying, (this?)\n\n[Chorus]\nYou make me wanna, (uwu)\nDamn-like always wanna, (uwu)\nNo wonder why I try to walk away\nBut I still find you\n\nYou make me wanna, (uwu)\nDamn-like always wanna, (uwu)\nI got that number down (ay)\nAnd I'm still tryna just do, (it.)\n\n[Verse 1]\nMmm, ay, why you tryna do it? (yeah)\nWhy we tryna prove it? (nah, nah)\nGot it locked, tryna just pop, (pop)\nTryna pull up to that party, (ha)\nWell then comes, ""here we go, just molly,""\n(molly?)\nOoh, I be looking all over the world, (the world, ay)\nTryna find the one that will blow me off of my cur-few\nMmm, yeah, gotta get that feeling outta a bag, (what?)\nGotta make young moments last, (huh?)\nAy, like bringing kiss me from Doja Cat, (ay)\nBut we youngin's and got nothing to lose, (yeah true that.)\n\n[Chorus]\nYou make me wanna, (uwu)\nDamn-like always wanna, (uwu)\nNo wondеr why I try to walk away\nBut I still find you\n\nYou make me wanna, (uwu)\nDamn-like always wanna, (uwu)\nI got that numbеr down (ay)\nAnd I'm still tryna just do, (it.)\n\n[Verse 2]\n(aw, yeah, aw, yeah)\nUh, that's what they be saying in my bed, (wait, what?)\nTryna fight them demons in my head, (oh-whoa-oh-whoa)\nThought I was just better off now dead, (but hold-up)\nUh, yeah, I hit the bottom, and the only way is up. (is up?)\n\nThinking that the world is a mystery, (oh yeah)\nDoesn't matter what we do, just young be, (mmm, oh)\nI wonder why I keep on doing this, (uh)\nFeeling like I'm proving it, (yeah)\nBaby, keep on moving it. (yeah, yeah, yeah.)\n[Chorus]\nYou make me wanna, (uwu)\nDamn-like always wanna, (uwu)\nNo wonder why I try to walk away\nBut I still find you\n\nYou make me wanna, (uwu)\nDamn-like always wanna, (uwu)\nI got that number down (ay)\nAnd I'm still tryna just do, (it.)\n\n[Outro]\nI said, uwu\nUwu, uwu, uwu\nI always wanna uwu\nMmm, yeah, ay, yeah, yeah\n\nKeep on moving\nDon't stop losing, (moments)\nWe only young, (nah, got nothing to lose)\nYeah, oh, nothing, nothing. (uwu)",7905478
