artists_spotify_idxs,album_spotify_idx,duration,explicit,track_spotify_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
['3RwQ26hR2tJtA8F9p2n7jG'],00CO8WwZ8YgoSfB2k7ERI4,281,False,1koDLzPXWBUUfDw01hJY1V,Love Ballad,0.517,0.724,-6.502,0.044,0.233,0.0,0.0829,0.597,78.0
['3RwQ26hR2tJtA8F9p2n7jG'],00CO8WwZ8YgoSfB2k7ERI4,295,False,0TMktTYmXYmofLdxQwOfPo,Let It Be Me,0.522,0.632,-5.179,0.0366,0.301,1.89e-06,0.4,0.387,80.0
['3RwQ26hR2tJtA8F9p2n7jG'],00CO8WwZ8YgoSfB2k7ERI4,268,False,7jPgwlzuqX7MRTYLfDHIkB,How Deep Is Your Love,0.451,0.458,-9.871,0.0512,0.681,0.0,0.118,0.487,202.0
['3RwQ26hR2tJtA8F9p2n7jG'],00CO8WwZ8YgoSfB2k7ERI4,265,False,0m1PJ2Qip0GpmI7f8VMk78,(Every Time I Turn Around) Back In Love Again,0.818,0.965,-3.395,0.188,0.173,3.09e-05,0.0795,0.827,109.0
['3RwQ26hR2tJtA8F9p2n7jG'],00CO8WwZ8YgoSfB2k7ERI4,281,False,6ER58MUDSyKzlBCHoCSr9z,Respect Yourself,0.869,0.863,-4.422,0.0581,0.107,0.000358,0.0846,0.906,109.0
['3eskO5m0H4yiF64vRySBjr'],00MudAJNGTxCUkQrtRz2hY,150,False,10W7CN0zC8FwRa66JDxpay,On the Way Home,0.66,0.501,-12.005,0.027,0.533,0.000323,0.145,0.901,119.0
['3eskO5m0H4yiF64vRySBjr'],00MudAJNGTxCUkQrtRz2hY,128,False,0K6tdCKOUFPBCWnEEIglQP,It's so Hard to Wait,0.373,0.102,-16.995,0.0325,0.631,0.000447,0.0702,0.177,70.0
['3eskO5m0H4yiF64vRySBjr'],00MudAJNGTxCUkQrtRz2hY,147,False,7EVWhR9VblkTa5iZDQkacz,Pretty Girl Why,0.64,0.449,-10.23,0.0416,0.628,0.131,0.0894,0.775,136.0
['3eskO5m0H4yiF64vRySBjr'],00MudAJNGTxCUkQrtRz2hY,177,False,0FlJda1kBtfZmyXzKnE7Pj,Four Days Gone,0.7,0.396,-10.517,0.0305,0.323,3.39e-06,0.1,0.161,118.0
['3eskO5m0H4yiF64vRySBjr'],00MudAJNGTxCUkQrtRz2hY,161,False,40E1bLxYlX4t9VqQoo81OC,Carefree Country Day,0.626,0.174,-17.798,0.0965,0.82,0.766,0.105,0.289,100.0
['3eskO5m0H4yiF64vRySBjr'],00MudAJNGTxCUkQrtRz2hY,215,False,1QQDVu5fH2MAWO718bGofZ,Special Care,0.36,0.45,-11.709,0.0263,0.0296,0.0055,0.106,0.544,99.0
['3eskO5m0H4yiF64vRySBjr'],00MudAJNGTxCUkQrtRz2hY,230,False,3gwBTCS3ttsU26U3nA4a5G,The Hour of Not Quite Rain,0.248,0.342,-11.603,0.033,0.204,0.767,0.389,0.131,131.0
['3eskO5m0H4yiF64vRySBjr'],00MudAJNGTxCUkQrtRz2hY,177,False,7w1OJlqxiRxnC4ct8yNN1n,Questions,0.573,0.388,-13.922,0.0269,0.218,0.00127,0.11,0.806,106.0
['3eskO5m0H4yiF64vRySBjr'],00MudAJNGTxCUkQrtRz2hY,142,False,0ipGD86bKFARjKvVnOu6QW,I Am a Child,0.561,0.214,-21.989,0.134,0.815,0.638,0.156,0.855,172.0
['3eskO5m0H4yiF64vRySBjr'],00MudAJNGTxCUkQrtRz2hY,125,False,4ZqmS4LfOdBScQftcJbqNA,Merry-Go-Round,0.644,0.327,-15.871,0.0288,0.324,0.0,0.108,0.62,95.0
['3eskO5m0H4yiF64vRySBjr'],00MudAJNGTxCUkQrtRz2hY,124,False,3mAANuQHdh5ijrSTeoEc7G,Uno Mundo,0.606,0.482,-12.684,0.0348,0.407,2.86e-06,0.11,0.962,76.0
['3eskO5m0H4yiF64vRySBjr'],00MudAJNGTxCUkQrtRz2hY,255,False,4o6jfrxQyekM5DpnWYLlMo,Kind Woman,0.68,0.142,-16.296,0.0314,0.928,0.000483,0.148,0.311,105.0
['3LaHU3Xcdpq4UvTj74uYiK'],00de2xT6lLNRi5VEVxNVCB,286,False,5xuOsSGoZiGaDpSCJZOTXy,Poisonous Friend - Remix,0.516,0.931,-8.138,0.0346,0.000866,0.593,0.115,0.785,135.0
['3LaHU3Xcdpq4UvTj74uYiK'],00de2xT6lLNRi5VEVxNVCB,358,False,2zTJ86qWIzIcqE6I2jHS2I,Poisonous Friend - Iris Remix,0.683,0.888,-8.507,0.0484,0.00658,0.0633,0.0756,0.694,135.0
"['3LaHU3Xcdpq4UvTj74uYiK', '0uR92C4y7XxNlxGN4qG3Hl']",00de2xT6lLNRi5VEVxNVCB,287,False,1zrkeeTJfuA8yVYlLZaA95,Contact - Fluke Remix,0.525,0.864,-8.267,0.081,0.0418,0.0828,0.128,0.223,138.0
['3LaHU3Xcdpq4UvTj74uYiK'],00de2xT6lLNRi5VEVxNVCB,433,False,29irnNVjwEUp8LtknnxmUE,Watching over You - Haujobb Remix,0.636,0.84,-6.006,0.0328,0.028,0.103,0.107,0.66,105.0
['3LaHU3Xcdpq4UvTj74uYiK'],00de2xT6lLNRi5VEVxNVCB,263,False,5jWiqgNFX6nFOUKjW9CXfd,Without You,0.599,0.713,-9.882,0.0286,0.00118,0.0039,0.183,0.343,128.0
['3LaHU3Xcdpq4UvTj74uYiK'],00de2xT6lLNRi5VEVxNVCB,305,False,3k2BFrlwiH4UCPpjA3Bjda,Transformer - Stromkern Mix,0.581,0.872,-9.302,0.0408,0.00968,0.569,0.369,0.454,128.0
['3LaHU3Xcdpq4UvTj74uYiK'],00de2xT6lLNRi5VEVxNVCB,332,False,2IgRqJLOWssjz7XJFsrR0d,Traitor,0.604,0.767,-7.746,0.0379,0.000308,0.589,0.166,0.0714,130.0
['3LaHU3Xcdpq4UvTj74uYiK'],00de2xT6lLNRi5VEVxNVCB,344,False,21nTyFY1YcEqYo2jGwkX0l,Poisonous Friend - Club Mix,0.525,0.913,-8.239,0.0352,0.000827,0.697,0.174,0.82,135.0
['3LaHU3Xcdpq4UvTj74uYiK'],00de2xT6lLNRi5VEVxNVCB,315,False,1vb4P0QjnxpDaKxLD0choV,Poisonous Friend - Severed Heads Mix,0.568,0.958,-8.811,0.036,0.00798,0.592,0.112,0.497,135.0
"['3TwCjwDwC5bEKDVQMtdrd8', '0q3knuQ4k7ZUjPDaYMBBBr']",00dz9JhOf9h2YKTkfUWLXy,234,True,2Im55nw628zsVRGvTCeSnY,forty,0.759,0.54,-10.438,0.289,0.318,1.84e-06,0.114,0.288,91.0
"['3TwCjwDwC5bEKDVQMtdrd8', '4Q48fnvk78VTJd6DH3UTH3']",00dz9JhOf9h2YKTkfUWLXy,115,True,1N8VfebpKP1M6rmExv8VVA,Detroit shit,0.642,0.278,-17.108,0.479,0.364,0.015,0.212,0.0633,100.0
"['3TwCjwDwC5bEKDVQMtdrd8', '4Q48fnvk78VTJd6DH3UTH3']",00dz9JhOf9h2YKTkfUWLXy,131,True,14xoUzCg0GQBRzGI0KsQnJ,Pain & Drugs,0.523,0.423,-14.395,0.616,0.239,0.0,0.16,0.223,177.0
['3TwCjwDwC5bEKDVQMtdrd8'],00dz9JhOf9h2YKTkfUWLXy,186,True,3X98paVAHJqEn4VmIv2de7,"Rod godson ""Real feelings""",0.474,0.216,-23.193,0.375,0.355,0.000216,0.342,0.666,82.0
['3TwCjwDwC5bEKDVQMtdrd8'],00dz9JhOf9h2YKTkfUWLXy,182,True,1Tcsoknb6IhizH28FoAB99,Depressed off words,0.674,0.369,-16.262,0.353,0.597,3.46e-05,0.17,0.285,158.0
"['3TwCjwDwC5bEKDVQMtdrd8', '0q3knuQ4k7ZUjPDaYMBBBr', '2Z5ars9CvmihiVHmLuiEWX']",00dz9JhOf9h2YKTkfUWLXy,256,True,3tu3D1m3E2xxj0PBJT6mzP,Scars - Buckru Remix,0.621,0.396,-8.052,0.419,0.23,0.0,0.119,0.477,120.0
"['3TwCjwDwC5bEKDVQMtdrd8', '4Q48fnvk78VTJd6DH3UTH3']",00dz9JhOf9h2YKTkfUWLXy,217,True,1iVwpTiEqZVYIsSKoRb1p7,Opps,0.692,0.704,-6.128,0.27,0.0537,2.28e-06,0.276,0.563,76.0
"['3TwCjwDwC5bEKDVQMtdrd8', '0q3knuQ4k7ZUjPDaYMBBBr']",00dz9JhOf9h2YKTkfUWLXy,225,True,2xiagwxs0Pkp8SpCHj37q1,Lacking love,0.472,0.372,-16.345,0.231,0.743,0.0,0.134,0.32,85.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,253,False,23miD5B0qFJMaNR9Klm9kl,Dos Esbozos Op. 1. La Enamorada Junto al Surtidor,0.28,0.0107,-32.624,0.0441,0.977,0.023,0.147,0.287,123.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,74,False,1frtBItDVfvqYXXJzGGiML,Dos Esbozos Op. 1. Pequeña Ronda,0.574,0.276,-15.315,0.0975,0.978,0.0126,0.0929,0.068,138.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,368,False,6iCyLeY8l4w3sUm1KwXQwU,Rumaniana,0.275,0.0583,-21.468,0.0488,0.951,0.39,0.0972,0.103,85.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,456,False,5ONmflFztRbjEzgCgafMBS,Capriccio (para Violín Solo),0.477,0.109,-21.164,0.088,0.971,0.813,0.0979,0.453,81.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,176,False,5CRbA1qVOz5VtiEBxj5cUN,Set Cançons Valencianes. Allegretto,0.278,0.0306,-25.316,0.0445,0.973,0.0528,0.0552,0.139,85.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,131,False,5ds3kj68OEw8SWBg42anze,Set Cançons Valencianes. Andante Moderato,0.241,0.0395,-22.731,0.0477,0.948,0.188,0.0564,0.181,139.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,93,False,5fLTrICKDiBLKz91CvuKnQ,Set Cançons Valencianes. Allegro,0.827,0.36,-16.015,0.133,0.96,0.888,0.0707,0.504,129.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,284,False,4CtwRY5jTvt0LavcplBpvy,Set Cançons Valencianes. Andante Moderato e Molto Cantabile,0.308,0.0153,-26.22,0.0427,0.987,0.0143,0.0542,0.0389,81.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,107,False,1awwodLIO1l4lnvptL1PxL,Set Cançons Valencianes. Andantino,0.35,0.101,-17.893,0.0445,0.975,0.0105,0.125,0.257,76.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,190,False,6FP6kzxXb1CgpsxJwBTQOO,Set Cançons Valencianes. Andante Religioso,0.259,0.00727,-28.683,0.0442,0.98,0.0956,0.193,0.0776,98.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,122,False,3TnvMhilLebEHmfLUXCsbw,Set Cançons Valencianes. Tempo di Bolero,0.56,0.159,-14.11,0.0499,0.988,0.0494,0.066,0.723,82.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,358,False,7HbU7srBW0qs6AwpRyd7gJ,Sonata Pimpante. Allegro,0.363,0.154,-18.613,0.0452,0.955,0.0894,0.112,0.241,129.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,440,False,4hT7ly0rkbqsXQ0Pjmv2Rk,Sonata Pimpante. Adagio-Allegro Vivace-Adagio,0.336,0.0982,-19.512,0.0405,0.972,0.532,0.107,0.126,123.0
"['3eqv9LW7ZXlYWXVFjHS4Mr', '2ISweDneTd9LZ99oeuzl82', '6IwQWQ7VJouLREa4s72mZy']",00zf969gcbCxPVvMLCUPVe,229,False,0R74xbT45ucgd9fjQHmYuz,Sonata Pimpante. Allegro Molto,0.61,0.323,-16.996,0.0693,0.96,0.705,0.0933,0.738,108.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,71,False,75ZhZpEbVLvkGEJwrWVSG4,點滴前塵 - Instrumental Live,0.289,0.133,-19.795,0.0324,0.56,0.379,0.871,0.14,130.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,84,False,0N33tfU92j0JrnnQvgWl2z,破曉 - Live,0.472,0.0634,-19.793,0.0629,0.96,0.0,0.17,0.0994,118.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,198,False,4gbxsi7Ck7v6IwyExSjXLm,不如重新開始 - Live,0.397,0.61,-8.001,0.215,0.531,0.0,0.737,0.426,158.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,317,False,2CYzqmjoiDblCKjlaTtp6A,沒結果 - Live,0.288,0.588,-9.034,0.0782,0.558,0.0,0.676,0.521,171.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,294,False,4Fk9q61vDsROStKsO4J47J,傾斜 - Live,0.726,0.944,-7.056,0.0834,0.0668,6.86e-05,0.851,0.639,114.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,262,False,7GXkLlAPrAB3OTvzeEfQa9,始終⼀天 - 翻天覆地Live版,0.639,0.907,-5.639,0.11,0.0476,0.0,0.519,0.496,97.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,266,False,2s8ZhJmgvhX73v6pZ3WHzs,假如讓你吻下去 / 不必在乎我是誰 - Live,0.388,0.312,-10.217,0.0373,0.792,0.0,0.828,0.248,102.0
"['3K2hOAx9MPhduvDf2qguro', '4YeVflYZIaxV0wvmKPwpbD']",010PEsFRs0yVDhPxMD9ETW,201,False,5u1Mtaro2Id0tS1og2gVra,還有 結束 - Live,0.378,0.486,-9.571,0.0485,0.477,0.0,0.732,0.279,99.0
"['3K2hOAx9MPhduvDf2qguro', '4YeVflYZIaxV0wvmKPwpbD']",010PEsFRs0yVDhPxMD9ETW,272,False,4Lu8PVO2Yz2tNUVVOcxmQX,當愛已成往事 - Live,0.33,0.444,-9.403,0.0358,0.665,0.0,0.43,0.159,124.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,42,False,4YdvConOVUjhysgM0axnqN,前生夢 - Instrumental Live,0.389,0.723,-18.85,0.0822,0.937,0.833,0.83,0.0382,116.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,126,False,5QbBEf5AAcV094W8z9WuQF,再生戀 - Live,0.212,0.285,-13.673,0.0309,0.402,0.0,0.0877,0.0383,74.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,97,False,4klOv5svnGtOD6jtAW4bsu,生離死別曲 - Instrumental Live,0.275,0.505,-7.8,0.0452,0.15,0.666,0.373,0.113,116.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,246,False,2e5AebSIlNmRvqKyIS9MwA,再生戀 - Multi-dimentional Mix Live,0.552,0.921,-6.423,0.04,0.177,0.0436,0.139,0.466,93.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,140,False,2s6UXMCXYJ3mPcNHQECyEo,緣盡於此 - Instrumental Live,0.212,0.524,-8.649,0.0587,0.0338,0.006,0.94,0.141,76.0
"['3K2hOAx9MPhduvDf2qguro', '39BVr0o0yM19KsXD4t20X9']",010PEsFRs0yVDhPxMD9ETW,292,False,19vOq4jBHX5hfcNDgySmCa,沙沙的⾬ - Live,0.448,0.859,-5.483,0.0558,0.461,0.0,0.974,0.497,180.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,531,False,07auXdSbYWiW25rqcJS8QE,沒有你還是愛你 - Live,0.364,0.419,-9.75,0.044,0.764,0.0,0.876,0.25,118.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,205,False,2UbEidTIKoI41vooZuEBq6,光輝歲月 - Live,0.384,0.68,-8.794,0.111,0.322,1.69e-06,0.902,0.534,149.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,162,False,1Z9ofbWPxD0w3Z8zpeMWTU,不舍不棄 - Live,0.321,0.496,-10.393,0.0762,0.431,0.0,0.105,0.168,141.0
"['3K2hOAx9MPhduvDf2qguro', '39figlHsBnRv79IRXk8itT']",010PEsFRs0yVDhPxMD9ETW,281,False,2qo9mdYGIF98JFfroEBkHg,震撼 - Live,0.685,0.938,-6.737,0.0845,0.0497,4e-06,0.955,0.705,113.0
['3K2hOAx9MPhduvDf2qguro'],010PEsFRs0yVDhPxMD9ETW,468,False,1l5zsyPAfnsatiUALKIVJw,醒醒 / ⼀分鐘都市⼀分鐘戀愛 / 住家男人 / 推搪 - Live,0.748,0.941,-7.687,0.0853,0.2,0.0,0.448,0.525,120.0
